Project Name,Price,Client,State,OCID,Year,Status,Award Date,Location
REPAIRSANDRENOVATIONOF,"N25,631,915.40",M/S NORTHLINKS,Kaduna,,,,,
"PROPOSED CONSTRUCTION OF BLOCKWALL FENCE AROUND RIGASA SOCIALHOUSING ESTATE, KADUNA","N47,905,611.60","M/SLEGIONCRESTCONCEPT LTD.",Kaduna,,,,,
"CONSTRUCTION OF PROPOSED TWOSTORYOFFICEBUILDINGATPLANNINGANDBUDGETCOMMISSION KADUNA","N108,954,646.50","M/S PROGRESSIVEEDUCATIONALSERVICES LTD.",Kaduna,,,,,
"PURCHASEOFLABORATORYEQUIPMENT FOR ACCREDITATION","N35,113,800.00","M/S TERRIFICENGINEERING LTD.",Kaduna,,,,,
"PURCHASE OF 508 PEUGEOTOFFICIAL VEHICLE.","N20,700,000.00","M/S KAURA MOTORSNIGERIA LTD.",Kaduna,,,,,
"REHABILITATION OF BLOCK OF 2CLASS ROOMS WITH OFFICE ANDCUBICLE TOILETS AT JINGIR.","N4,169,203.50","M/S ZAMS ENGINEERINGLTD.",Kaduna,,,,,
"REHABILITATION OF BLOCK “A”OLD SECRETARIAT, PARTITIONINGOF REGISTRY ANDINTERLOCKING/LANDSCAPING.","N21,375,429.29","M/S IMAM ELECTRICALAND GENERALCONSTRUCTIONCOMPANY.",Kaduna,,,,,
"REHABILITATION OF BLOCK A ANDB OF 2CLASS ROOMS EACH ATDAN’ALHAJI.","N4,169,203.50","M/S ZAMS ENGINEERINGLTD.",Kaduna,,,,,
"REHABILITATION OF BLOCKS AAND B OF 2CLASS ROOMS EACH ATDAN’ALHAJI.","N7,190,593.20","M/S DASAMU WORLD-WIDE SERVICE LTD.",Kaduna,,,,,
"CONSTRUCTION OF ASPHALTICROAD FROM AMINU  ROAD TODOGON BAUCHI/RIVER SITECLUB STREET JUNCTION TOLINK DOGON BAUCHI ROAD","N148,955,904.87","M/S ENGINEERINGAND CONSTRUCTIONCO. LTD",Kaduna,,,,,
"CONSTRUCTION OF ASPHALTICROAD FROM MAGAJISTREET/JAJA AND DABO ROADTO LINK BASAWA ROAD","N22,308,068.67","M/S ABUFFAN NIG.LTD",Kaduna,,,,,
"REPAIRS/RENOVATION OF THREEBLOCKS OF SIX CLASSROOMSAND OFFICE AT LEA KALLONKURA SAMARU","N11,777,932.00","M/S MAHADIRESOURCES LTD",Kaduna,,,,,
"RENOVATION/REPAIRS OFYELWA SCHOOL MAIGANA INSOBA LGA","N10,828,307.70","M/S EL-TEEJVENTURES",Kaduna,,,,,
"MARKET EXTENSION TUDUNSAIBU IN SOBA LGA","N5,247,165.00","M/S CHANJI GLOBALRESOURCES LTD",Kaduna,,,,,
"CONSTRUCTION OF 7MX6MBRIDGE & 1 NO SINGLE CULVERTHAYIN KARU SOBA WARD INSOBA LGA","N6,064,474.50","M/S EL- TEEJVENTURES LTD",Kaduna,,,,,
"REHABILITATION OF DOUBLECELL CULVERTS MARABANMARWA IN SOBA LGA","N7,979,561.43",M/S ALAF LS LTD,Kaduna,,,,,
"SUPPLY OF OFFICE FURNITUREFOR SECRETARY’S OFFICE  LGASECRETARY’S OFFICE","N726,600.00","M/S SONORSINVESTMENT NIG LTD",Kaduna,,,,,
PRODUCTION OF IDENTITY CARDS AND LUGGAGE TAGS FOR YEAR 2022 HAJJ EXERCISE,"1,600,000.00",CROWN PLASTIC CARDS CONCEPTS,Lagos,ocds-5q8fsw-11202271541530,2022.0,COMPLETED,"Tuesday, August 9, 2022",LAGOS
Year 2022 Basic Life Support (First AID/CPR/AED) Training for Health Workers in the State s Secondary Health Facilities,"71,957,825.00",MAGNA CARTA HEALTH LTD,Lagos,ocds-5q8fsw-11202264151821,2022.0,COMPLETED,"Friday, September 9, 2022",LAGOS ISLAND
"Renovation 20 Classroom Block at Awori Senior College, Ojo","106,813,764.16",FOLI TRANSPORT ENGINEERING AND SOLUTIONS LTD,Lagos,ocds-5q8fsw-11202246307021,2022.0,ONGOING,"Friday, September 9, 2022","OJO, LAGOS"
"Renovation of Classroom Block and Construction of 90m Fence at St. Paul Anglican Primary School, Alakara, Mushin","37,800,000.00",BRIDGEVINE RESOURCES LIMITED,Lagos,ocds-5q8fsw-11202273356580,2022.0,ONGOING,"Friday, September 9, 2022","MUSHIN, LAGOS"
"Renovation of 17 1 Classroom Block at Ilogbo Elegba Senior College, Ojo","98,373,118.64",JOCHAFIK NIG COMPANY,Lagos,ocds-5q8fsw-11202280430758,2022.0,ONGOING,"Friday, September 9, 2022","OJO, LAGOS"
"Construction of Perimeter Fence on inverted T raft foundation and Gate House at Ilogbo Eremi, Badagry, Lagos","77,198,927.97",DASIR INTERNATIONAL RESOURCES LTD,Lagos,ocds-5q8fsw-11202244556710,2022.0,ONGOING,"Friday, September 9, 2022","BADAGRY, LAGOS"
Engagement of Consultant for Soil Investigation for the Proposed Construction of New Blocks of Public Secondary Schools in Lagos State,"22,467,500.00",RFI INTEG SERVICES,Lagos,ocds-5q8fsw-11202206884340,2022.0,COMPLETED,"Wednesday, August 17, 2022",LAGOS
Engagement of Consultant for Procurement of Accounting Software,"4,915,975.00",WEBSCAN SYSTEM LIMITED,Lagos,ocds-5q8fsw-11202275277868,2022.0,COMPLETED,"Monday, August 1, 2022",LAGOS
"Renovation of 3nos Blocks of Classroom and 20Nos Cubicle Toilets at Gbenopo Nur/Pry Sch, Ajara, Badagry","163,831,686.90",FJS ENGINEERING GLOBAL LIMITED,Lagos,ocds-5q8fsw-11202213303782,2022.0,ONGOING,"Thursday, June 30, 2022","BADAGRY, LAGOS"
"Construction of a 70M Fencework at Gbenopo Nur/Pry School, Ajara, Badagry","97,133,124.09",RISING STARS TECHNICAL SERVICES LIMITED,Lagos,ocds-5q8fsw-11202266536258,2022.0,ONGOING,"Thursday, June 30, 2022","BADAGRY, LAGOS"
"Renovation of Roman Catholic Mission Igbodu, Epe and ogombo Community Primary School, Okunraye","24,499,301.07",RIFSON GLOBAL COMPANY LIMITED,Lagos,ocds-5q8fsw-11202257848620,2022.0,ONGOING,"Monday, June 27, 2022","OKUNRAYE, LAGOS"
Engagement of Services (Catering) Frame Work Agreement for SCRPS Various Meetings,"6,300,000.00",SOUGHTOUT SYNERGY LTD,Lagos,ocds-5q8fsw-11202212356337,2022.0,COMPLETED,"Wednesday, April 20, 2022",LAGOS
Overhauling of Conference Room and Partitioning Some Offices,"5,336,945.00",TWINKLE DOTS NIG LTD,Lagos,ocds-5q8fsw-11202244846351,2022.0,COMPLETED,"Thursday, June 23, 2022",LAGOS
"Construction of 8 Classroom Block with 10 Toilets at Egbin Community Primary School, Ikorodu, Lagos","104,949,450.60",VICODAL NIGERIA VENTURES LIMITED,Lagos,ocds-5q8fsw-11202284154855,2022.0,ONGOING,"Wednesday, June 29, 2022",LAGOS
Servicing of the Two Generating Sets in SCRPS Office,"1,450,207.26",LAURYNBANKY INTERNATIONAL COMPANY,Lagos,ocds-5q8fsw-11202231260480,2022.0,COMPLETED,"Thursday, July 7, 2022",LAGOS
Procurement of Furniture Items,"9,219,200.00",TWINKLE DOTS NIG LTD,Lagos,ocds-5q8fsw-11202281668014,2022.0,COMPLETED,"Thursday, June 23, 2022",LAGOS
"The Replacement of Batteries, Tyres and Servicing of Utility Vehicles","2,469,275.00",CONSTANCE ALEX SERVICES,Lagos,ocds-5q8fsw-11202221424255,2022.0,COMPLETED,"Thursday, June 2, 2022",LAGOS
Year 2022 Board and Management Retreat,"10,577,500.00",SOUGHTOUT SYNERGY LTD,Lagos,ocds-5q8fsw-11202208377381,2022.0,COMPLETED,"Wednesday, May 18, 2022",Unspecified
Procurement of ICT Consumables and Accessories,"2,399,507.50",BRIDGESPOT KONCEPT,Lagos,ocds-5q8fsw-11202210578558,2022.0,COMPLETED,"Monday, May 16, 2022",LAGOS
Maintenance of Hardware Devices and Network Infrastructure,"999,705.00",HESBEE ENTERPRISES LIMITED,Lagos,ocds-5q8fsw-11202270376708,2022.0,COMPLETED,"Tuesday, May 17, 2022",LAGOS
Engagement of Janitorial Services Framework Agreement,"3,672,000.00",MORE-CONCEPT INTEGRATED SERVICES LTD,Lagos,ocds-5q8fsw-11202222815386,2022.0,ONGOING,"Wednesday, May 4, 2022",LAGOS
Procurement of Safety Wears and Branded Shirts,"4,265,062.50",TRIPLE MA NIG LIMITED,Lagos,ocds-5q8fsw-11202284678614,2022.0,COMPLETED,"Wednesday, May 4, 2022",LAGOS
Procurement of Stationary Items,"7,038,489.30",BRIDGESPOT KONCEPT,Lagos,ocds-5q8fsw-11202261550038,2022.0,COMPLETED,"Wednesday, April 13, 2022",LAGOS
"Engagement of External Auditor for Year 2020, 2021 and 2022","4,013,000.00",LEKAN LASISI CO,Lagos,ocds-5q8fsw-11202288473701,2022.0,ONGOING,"Thursday, March 31, 2022",LAGOS
"Construction and Fabrication of 12M High Water Tank tower and external Work in Iloro junior Grammar School and Estate junior Grammar School, Ipaja","14,363,945.75",DARATISE SERVICES LIMITED,Lagos,ocds-5q8fsw-11202258225143,2022.0,COMPLETED,"Thursday, February 3, 2022","IPAJA, LAGOS"
"Renovation of 8no Classroom Block and External Works in our Lady of Fatima Nursery and Primary School, Mushin","47,716,582.93",ASHBURTON GROVE LIMITED,Lagos,ocds-5q8fsw-11202252375340,2022.0,COMPLETED,"Monday, January 24, 2022","MUSHIN, LAGOS"
"Upward Review for the Construction of L shape 15 classroom Block at Oko-Odo Junior High School, Ebute-Metta","19,063,231.66",ATLANTIC BISCOE NIGERIA LIMITED,Lagos,ocds-5q8fsw-11202200331378,2022.0,COMPLETED,"Thursday, March 31, 2022",EBUTE METTA
Partial Passenger Operation of the Blue Line Rail Project (Marina to Mile 2),"8,253,526,621.60",CCECC NIGERIA LIMITED,Lagos,ocds-5q8fsw-11202217470141,2022.0,ONGOING,"Thursday, September 29, 2022",MARINA TO MILE 12
Routine Drainage Maintenance and Flood Control from Ikorodu Roundabout to Mile 12 BRT Terminal,"206,430,000.00",DRAIN DUCKS LIMITED,Lagos,ocds-5q8fsw-11202287132622,2022.0,ONGOING,"Thursday, September 15, 2022","MILE 12, LAGOS"
Consultancy Services for the Provision of Supplementary Security and Associated Services to all LAMATA Transport Infrastructure and Assets,"44,483,850.00",INDEPTH WATCHERS SECURITY SERVICES LTD,Lagos,ocds-5q8fsw-11202253487884,2022.0,ONGOING,"Thursday, September 1, 2022","IKEJA, LAGOS"
Renewal of Facility Management of Oyingbo Bus Terminal,"186,571,000.00",SEAGOLD ENGINEERING COMPANY LIMITED,Lagos,ocds-5q8fsw-11202261658654,2022.0,ONGOING,"Thursday, September 1, 2022","OYINGBO, LAGOS"
Renewal of Facility Management of Ikeja Bus Terminal,"191,388,600.00",RELIZENTE NIGERIA LIMITED,Lagos,ocds-5q8fsw-11202206786711,2022.0,ONGOING,"Friday, August 5, 2022","IKEJA, LAGOS"
Renewal of Routine Drainage Maintenance and Flood Control along the Oshodi Abule Egba BRT Corridor Including Surrounding Service Roads,"213,120,000.00",DRAIN DUCKS LIMITED,Lagos,ocds-5q8fsw-11202242750815,2022.0,ONGOING,"Tuesday, August 2, 2022",OSHODI LAGOS
Facility Management of Ifako-Ijaiye Bus Terminal,"191,688,960.00",MARY JOSH INTERNATIONAL RESOURCES LTD*,Lagos,ocds-5q8fsw-11202218653650,2022.0,ONGOING,"Wednesday, July 27, 2022",IFAKO-IJAIYE
Facility Management of Ojota Bus Terminal,"236,688,000.00",RODA FIELDS RESOURCE LIMITED,Lagos,ocds-5q8fsw-11202245715074,2022.0,ONGOING,"Wednesday, July 27, 2022","OJOTA, LAGOS"
Remedial/ Maintenance Works on BRT Bus Shelters between Mile 12 and Ikorodu,"37,499,535.68",MN DEVELOPMENT SOLUTIONS LIMITED,Lagos,ocds-5q8fsw-11202255081055,2022.0,ONGOING,"Wednesday, June 15, 2022",MILE 12 TO IKORODU
Rehabilitation of the Failed Sections of BRT Lane from Ikorodu to Stadium,"254,497,365.90",EBUN LINKS ENGINEERING LIMITED,Lagos,ocds-5q8fsw-11202284454347,2022.0,ONGOING,"Wednesday, June 15, 2022","IKORODU, LAGOS"
Replacement of LASEMA s CAT Mechanical Shovel Engine,"9,850,000.00",ADERINOLA OYINDAMOLA BABOYADE -CORE AND COMPANY LTD,Lagos,ocds-5q8fsw-11202244217358,2022.0,COMPLETED,"Wednesday, September 14, 2022","IKEJA, LAGOS"
"Procurement of Flood Rescue Equipment and Accessories for Lasema Response Unit,Onipanu for Flood Response in the State","9,721,500.00",ADERINOLA OYINDAMOLA BABOYADE -CORE AND COMPANY LTD,Lagos,ocds-5q8fsw-11202270104085,2022.0,COMPLETED,"Wednesday, September 14, 2022","ONIPANU, LAGOS"
Procurement of Fuel for LASEMA Operational Activities for the month of June 2022,"40,000,000.00",ADERINOLA OYINDAMOLA BABOYADE -CORE AND COMPANY LTD,Lagos,ocds-5q8fsw-11202217455158,2022.0,COMPLETED,"Friday, July 1, 2022","IKEJA, LAGOS"
Procurement of Fuel for LASEMA Operational Activities for the month of May 2022,"40,000,000.00",ADERINOLA OYINDAMOLA BABOYADE -CORE AND COMPANY LTD,Lagos,ocds-5q8fsw-11202243851277,2022.0,COMPLETED,"Wednesday, June 1, 2022","IKEJA, LAGOS"
Procurement of Fuel for LASEMA Operational Activities for the month of July 2022,"40,000,000.00",ADERINOLA OYINDAMOLA BABOYADE -CORE AND COMPANY LTD,Lagos,ocds-5q8fsw-11202201370201,2022.0,COMPLETED,"Monday, May 9, 2022","IKEJA, LAGOS"
PROCUREMENT of FOUR (4) NOS COMPUTER LAPTOP AND ONE (1) CAMERA FOR THE PUBLIC AFFAIRS UNIT OF LASEMA,"3,980,000.00",ADERINOLA OYINDAMOLA BABOYADE -CORE AND COMPANY LTD,Lagos,ocds-5q8fsw-11202288381886,2022.0,COMPLETED,"Wednesday, May 4, 2022","IKEJA, LAGOS"
"Maintenance and Upkeep of the ,Lekki for the Month of February 2022.","2,200,000.00",JIKHA CONCEPTS,Lagos,ocds-5q8fsw-11202261320284,2022.0,COMPLETED,"Monday, April 11, 2022","LEKKI, LAGOS"
"Maintenance and Upkeep of the ,Onipanu for the Month of March 2022.","2,200,000.00",MIRABLISS GLOBAL SERVICES LTD,Lagos,ocds-5q8fsw-11202206815488,2022.0,COMPLETED,"Tuesday, June 28, 2022",ONIPANU
"Maintenance and Upkeep of Relief Resetlement Camp,Agbowa for the Month of March 2022.","2,200,000.00",XC - WISDOMGATE GLOBAL CONCEPT LIMITED,Lagos,ocds-5q8fsw-11202270272262,2022.0,COMPLETED,"Friday, June 24, 2022","AGBOWA, LAGOS"
"Maintenance and Upkeep of Relief Resetlement Camp,Igando for the Month of March 2022.","2,200,000.00",L.B.B.S. LIMITED,Lagos,ocds-5q8fsw-11202272702443,2022.0,COMPLETED,"Friday, June 24, 2022","IGANDO, LAGOS"
"PROCUREMENT OF CONES, TYRE REAPER AND KEY CLAMPS","2,481,000.00",G.R.MARTINS NIGERIA ENTERPRISES,Lagos,ocds-5q8fsw-11202270804735,2022.0,ONGOING,"Tuesday, July 5, 2022","IKEJA, LAGOS"
PROCUREMENT OF COMPUTER PERIPHERAL DEVICES AND ACCESSORIES,"2,495,000.00",MKLAB GLOBAL ENTERPRISES,Lagos,ocds-5q8fsw-11202265577152,2022.0,ONGOING,"Tuesday, July 5, 2022","IKEJA, LAGOS"
INSTALLATION OF IRON RAILING BARRIERS AT APONGBON SIDE LAGOS ISLAND CBD,"45,978,442.85",QUARTER NUTS VENTURES LIMITED,Lagos,ocds-5q8fsw-11202213653631,2022.0,ONGOING,"Tuesday, May 3, 2022",LAGOS ISLAND
"REHABILITATION OF CBD LAYBY BEHIND MADAM TINUBU SQUARE, LAGOS ISLAND CBD","9,496,617.07",QUARTER NUTS VENTURES LIMITED,Lagos,ocds-5q8fsw-11202210483607,2022.0,ONGOING,"Tuesday, May 3, 2022",LAGOS ISLAND
PROCUREMENT OF FOUR (4) NO. 600CC MINI POWER BIKE,"4,948,504.50",G.R.MARTINS NIGERIA ENTERPRISES,Lagos,ocds-5q8fsw-11202221075885,2022.0,COMPLETED,"Tuesday, May 24, 2022","IKEJA, LAGOS"
PROCUREMENT OF OFFICE TOOLS FOR FINANCE ACCOUNT,"2,342,540.00",OURKRAFT VENTURES,Lagos,ocds-5q8fsw-11202237243566,2022.0,COMPLETED,"Tuesday, May 24, 2022","IKEJA, LAGOS"
CONTINUOUS STRATEGIC ADVOCACY FOR CENTRAL BUSINESS DISTRICTS,"2,130,000.00",MKLAB GLOBAL ENTERPRISES,Lagos,ocds-5q8fsw-11202207074033,2022.0,COMPLETED,"Tuesday, May 24, 2022","LAGOS, IKEJA"
"SUPPLY AND INSTALLATION OF PORTAL CABIN FOR POLICE REST ROOM, STORE AND ACCESSORIES FOR IKEJA CBD","18,146,000.00",D CREATIVE DEVELOPMENT VENTURES,Lagos,ocds-5q8fsw-11202284223287,2022.0,ONGOING,"Thursday, April 21, 2022","IKEJA, LAGOS"
BEAUTIFICATION AND REPLACEMENT OF FLOWERS POTS AND REPLANTING OF FLOWERS WITHIN LAGOS ISLAND CBD,"19,519,850.00",TOPDEL ENGINEERING LTD,Lagos,ocds-5q8fsw-11202240050251,2022.0,ONGOING,"Thursday, April 21, 2022",LAGOS ISLAND
Second Annual Police Dialogue,"37,000,000.00",TEKODA CONSULT,Lagos,ocds-5q8fsw-11202210148788,2022.0,ONGOING,"Monday, May 30, 2022","IKEJA, LAGOS"
Procurement of Lagos State Youth Leadership Initiative (Ibile),"18,528,000.00",TEKODA CONSULT,Lagos,ocds-5q8fsw-11202243224275,2022.0,ONGOING,"Monday, May 30, 2022","IKEJA, LAGOS"
RECONSTRUCTION OF HYDRAULIC STRUCTURES FROM TOS BENSON ROAD IPAKODO JUNCTION TO LASG FERRY TERMINAL EBUTE -IPAKODO IKORODU L.G.A.,"65,975,192.93",MATMOG BROADBAND LIMITED,Lagos,ocds-5q8fsw-11202204734824,2022.0,NEW PROJECT,"Tuesday, October 18, 2022","IKORODU, LAGOS"
Impact Assessment on Corporate Planning Process,"1,102,500.00",TK.ADAMS CATERING SERVICE,Lagos,ocds-5q8fsw-11202238545206,2022.0,ONGOING,"Wednesday, September 14, 2022","LAGOS, IKEJA"
Stakeholders Engagement on Ease of Doing Business,"2,208,000.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-11202288774715,2022.0,ONGOING,"Wednesday, April 13, 2022","LAGOS, IKEJA"
To Cater for Reform Activities,"1,155,000.00",TK.ADAMS CATERING SERVICE,Lagos,ocds-5q8fsw-11202217515155,2022.0,COMPLETED,"Monday, August 22, 2022","LAGOS, IKEJA"
Procurement of Cleaning Materials and Protective Outfits,"1,617,700.00",ALPHA LIQUID VENTURES,Lagos,ocds-5q8fsw-11202218003685,2022.0,COMPLETED,"Monday, August 15, 2022","LAGOS, IKEJA"
Procurement of Stationeries for Reforms Department on Development of Corporate Planning Process for MDA s,"1,309,500.00",ALPHA LIQUID VENTURES,Lagos,ocds-5q8fsw-11202250082171,2022.0,COMPLETED,"Monday, August 22, 2022","LAGOS, IKEJA"
1-Day Sensitization Programme for MDA s and Stakeholder on Saber,"1,686,000.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-11202242625661,2022.0,COMPLETED,"Monday, August 15, 2022","LAGOS, IKEJA"
Monthly Stake Holders Engagement of Saber,"972,500.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-11202254465720,2022.0,COMPLETED,"Monday, August 15, 2022","LAGOS, IKEJA"
Request for Funds for Janitorial Service,"749,000.00",MKLAB GLOBAL ENTERPRISES,Lagos,ocds-5q8fsw-11202250714732,2022.0,COMPLETED,"Wednesday, June 29, 2022","LAGOS, IKEJA"
Engagement of Catering Service For Management Service Act.,"2,090,000.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-11202282714640,2022.0,COMPLETED,"Thursday, June 2, 2022","LAGOS, IKEJA"
YR2022 Service Charter Awareness Programme,"2,073,500.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-11202214751075,2022.0,COMPLETED,"Thursday, June 2, 2022","LAGOS, IKEJA"
Lagos Service Charter Week,"1,498,000.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-11202272037731,2022.0,COMPLETED,"Friday, May 20, 2022","LAGOS, IKEJA"
MDA s Sector Expert Review Programme,"2,202,000.00",TK.ADAMS CATERING SERVICE,Lagos,ocds-5q8fsw-11202278135086,2022.0,COMPLETED,"Friday, June 3, 2022","LAGOS, IKEJA"
Engagement for Service Improvement Workshop and Capacity Development,"1,012,000.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-11202233746814,2022.0,COMPLETED,"Friday, May 20, 2022","LAGOS, IKEJA"
Procurement of Operational and Office Consumable,"1,194,200.00",ALPHA LIQUID VENTURES,Lagos,ocds-5q8fsw-11202253268736,2022.0,COMPLETED,"Wednesday, May 18, 2022","LAGOS, IKEJA"
Public Service Ideas Day,"2,378,000.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-11202213455013,2022.0,COMPLETED,"Thursday, April 14, 2022","LAGOS, IKEJA"
Procurement of Tools for ICT Unit,"1,684,000.00",VINTAGE SYSTEMS VENTURES,Lagos,ocds-5q8fsw-11202225014271,2022.0,COMPLETED,"Monday, September 5, 2022","LAGOS, IKEJA"
Procurement of Computer Consumables for Office of Environmental Services,"2,393,300.00",VINTAGE SYSTEMS VENTURES,Lagos,ocds-5q8fsw-11202213275740,2022.0,COMPLETED,"Monday, September 5, 2022","LAGOS, IKEJA"
Procurement of Tools for daily upkeep/maintenance of Secretariat Complexes (Old New) and other Government offices within Ikeja Environs,"4,972,200.00",WISEWORTH CONCEPTS,Lagos,ocds-5q8fsw-10202200518208,2022.0,COMPLETED,"Wednesday, August 31, 2022","LAGOS, IKEJA"
Procurement of Waste Bags for waste sorting activities of the Environmental Services Consultancy Unit,"14,015,160.00",WISEWORTH CONCEPTS,Lagos,ocds-5q8fsw-10202275866038,2022.0,COMPLETED,"Tuesday, August 23, 2022","LAGOS, IKEJA"
Procurement of Consumable items for Legal Unit,"891,400.00",DI TRADING POST VENTURES,Lagos,ocds-5q8fsw-10202210625100,2022.0,COMPLETED,"Tuesday, August 23, 2022","LAGOS, IKEJA"
"Engagement of media Service Provider for provision of Publicity, Speakers/Moderators at 9th Lagos State International Climate Change Summit","25,015,000.00",MY SPACE AND ME INTERIOR AND DESIGN,Lagos,ocds-5q8fsw-10202274818710,2022.0,COMPLETED,"Tuesday, August 9, 2022","LAGOS, IKEJA"
Event management at the 9th Lagos State International Climate Change Summit,"56,852,550.00",WISEWORTH CONCEPTS,Lagos,ocds-5q8fsw-10202270786601,2022.0,COMPLETED,"Tuesday, August 9, 2022","LAGOS, IKEJA"
Procurement of Office Equipment for the Secretariat Activities of Environmental Monitoring Volunteers,"1,592,000.00",DI TRADING POST VENTURES,Lagos,ocds-5q8fsw-10202282160321,2022.0,COMPLETED,"Monday, August 1, 2022","LAGOS, IKEJA"
"Procurement of Stationery items, Account Books and other consumable items","1,590,400.00",DI TRADING POST VENTURES,Lagos,ocds-5q8fsw-10202220328467,2022.0,COMPLETED,"Monday, August 1, 2022","LAGOS, IKEJA"
"Procurement of Uniforms, Protective wears and other logistics for the special Sanitation Squad","12,128,000.00",ENVISH SOLUTIONS,Lagos,ocds-5q8fsw-10202217466785,2022.0,COMPLETED,"Tuesday, August 9, 2022","LAGOS, IKEJA"
Procurement of Field Sampling Equipment and Reagents for Physio-Chemical and Biological determination,"5,757,500.00",HORTON TIMS VENTURES,Lagos,ocds-5q8fsw-10202253351074,2022.0,ONGOING,"Wednesday, May 18, 2022","LAGOS, IKEJA"
Procurement of Aeroqual Series 500 and Associated sensors for collection of Air Quality data,"9,310,000.00",HORTON TIMS VENTURES,Lagos,ocds-5q8fsw-10202200466772,2022.0,ONGOING,"Wednesday, May 18, 2022","LAGOS, IKEJA"
Procurement of Cleaning Materials for Administrative Department,"1,996,500.00",CONSTELLATION GLOBAL VENTURES,Lagos,ocds-5q8fsw-10202248351568,2022.0,COMPLETED,"Wednesday, August 3, 2022",LAGOS
Public Service Ideas Day,"2,378,000.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-10202280053808,2022.0,COMPLETED,"Thursday, April 14, 2022","IKEJA, LAGOS"
"Procurement of Equipment, Kits, Fittings, Fixtures, Furniture and Installation of Digital Stem Laboratory","60,067,452.54",KATCHEY COMPANY LIMITED,Lagos,ocds-5q8fsw-10202201684734,2022.0,NEWLY AWARDED,"Tuesday, June 28, 2022","IKEJA, LAGOS"
"Renovation of roof, painting of offices and replacement of the old iron window of the Ministry.","29,035,323.37",DE FLOURISHING GREENPALMS NIGERIA LIMITED,Lagos,ocds-5q8fsw-10202220823076,2022.0,NEWLY AWARDED,"Tuesday, June 21, 2022","IKEJA, LAGOS"
"Completion of Construction of LMDGP Building at Community Secondary School, Itire","360,939,446.31",MDD PROJECTS LIMITED,Lagos,ocds-5q8fsw-10202254036446,2022.0,NEWLY AWARDED,"Friday, May 20, 2022","ITIRE, LAGOS"
Procurement of Science Materials for State Senior Secondary Schools for Year 2022 West African Secondary School Certificate (WASSC) for School Candidates Practical Examinations,"75,485,100.00",MCDONALD SCIENTIFIC EMPORIUM,Lagos,ocds-5q8fsw-10202256626630,2022.0,NEWLY AWARDED,"Monday, April 25, 2022","IKEJA, LAGOS"
Construction of Drain at Isheri North Residential Scheme,"82,162,781.28",F. O ENGINNERING LIMITED,Lagos,ocds-5q8fsw-6202227527413,2022.0,ONGOING,"Tuesday, June 28, 2022","ISHERI, LAGOS"
"Construction of a Block of 18 Classroom Admin Block on Pad Foundation at State Comprehensive Junior College, Alimosho (Education District I)","290,496,822.78",INVESTRITE LIMITED,Lagos,ocds-5q8fsw-6202261436234,2021.0,ONGOING,"Tuesday, November 2, 2021",ALIMOSHO
"Emergency Renovation of (i) New Raft Fence (ii) Rehabilitation of Existing Fence at Salvation Army Primary School, Sabo, Ikorodu (Education District II)","17,222,975.33",DASILVABELL NIGERIA LIMITED,Lagos,ocds-5q8fsw-6202207437525,2021.0,ONGOING,"Wednesday, October 20, 2021",IKORODU
"EMERGENCY RENOVATION OF 18 CUBICLE TOILET AT OLUWA MEMORIAL JUNIOR HIGH SCHOOL, AJEGUNLE (Education District V)","16,909,708.61",DE-DJONG CONCEPT LIMITED,Lagos,ocds-5q8fsw-6202242366585,2021.0,ONGOING,"Wednesday, October 20, 2021",AJEGUNLE
"construction of a block of 18 classroom admin block on raft foundation at agboju senior secondary school, agboju ojo (Education District V)","300,709,940.46",CALMAR LIMITED,Lagos,ocds-5q8fsw-6202204711017,2021.0,ONGOING,"Friday, October 8, 2021","Agboju, Ojo"
"Emergency CONSTRUCTION OF 8 CUBICLE TOILET AT LOCAL AUTHORITY IBEREKO, BADAGRY (Education District V)","12,105,486.99",F. O ENGINNERING LIMITED,Lagos,ocds-5q8fsw-6202287303270,2021.0,ONGOING,"Wednesday, October 20, 2021",BADAGRY
"Construction of Gatehouse on raft foundation , construction of perimeter fence on Inverted T Ground Beam (Education District II)","96,788,180.71",VICODAL NIGERIA VENTURES LIMITED,Lagos,ocds-5q8fsw-6202228085400,2021.0,ONGOING,"Friday, July 30, 2021",LAGOS STATE
"Renovation of 17 1 Classroom Block at Low Cost Housing Estate Primary 1 2, Ejigbo. (Education District Vi)","21,223,923.88",KRANES PROJECTS,Lagos,ocds-5q8fsw-6202266542677,2021.0,ONGOING,"Monday, August 23, 2021",EJIGBO
